eq_class,members,representative,model,chains,molecule,nts
85919.1,1,8EUY,1,6,Protein-RNA Complex,56
82907.1,1,6ZU5,1,S60,Protein-RNA Complex,1336
04353.1,1,5Y88,1,x,Protein-RNA Complex,9
91710.1,1,7UZ0,1,A,Solo RNA,86
56778.1,1,6ZU5,1,L50,Protein-RNA Complex,2455
78359.1,1,8GZH,1,3,Protein-RNA Complex,4
24573.1,1,4YHW,1,F+D,Protein-RNA Complex,44
75086.1,1,6SGA,1,CA,Protein-RNA Complex,462
55668.1,1,8E28,1,C,Protein-RNA Complex,15
10243.1,1,8C4V,1,T+P,Protein-RNA Complex,21
38802.1,1,7LYF,1,A,Solo RNA,139
07071.1,1,6JJH,1,B,Solo RNA,14
98524.1,1,6GX6,1,B,Protein-RNA Complex,4
74183.1,1,3GTL,1,R,Protein-RNA Complex,12
72506.1,1,7SVA,1,B,Protein-RNA Complex,10
40477.1,1,8ENK,1,N,Protein-RNA Complex,5
86034.1,1,8GWE,1,H,Protein-RNA Complex,4
05581.1,1,3DEG,1,F,Protein-RNA Complex,12
91940.1,1,6INQ,1,P,Protein-RNA Complex,11
80074.1,1,7MLX,1,R,Protein-RNA Complex,65
79645.1,1,4KRE,1,R,Protein-RNA Complex,11
00559.1,1,7D7V,1,A,Protein-RNA Complex,57
94089.1,1,8GKH,1,W,Protein-RNA Complex,76
46239.1,1,2R7S,1,X,Protein-RNA Complex,6
45738.1,1,8FJK,1,a2+b2,Protein-RNA Complex,120
10769.1,1,1YVP,1,H,Protein-RNA Complex,7
41539.1,1,2XZL,1,B,Protein-RNA Complex,8
71483.1,1,5MJV,1,D,Protein-RNA Complex,6
75304.1,1,3AHU,1,X,Protein-RNA Complex,6
98689.1,1,8AUV,1,B,Protein-RNA Complex,12
97545.1,1,7A9X,1,B,Protein-RNA Complex,13
80027.1,1,7LHD,1,A,Protein-RNA Complex,4217
09138.1,1,8DFO,1,L,Protein-RNA Complex,45
19333.1,1,6HTQ,1,w,Protein-RNA Complex,75
15428.1,1,3DEG,1,K,Protein-RNA Complex,15
85902.1,1,1CVJ,1,M,Protein-RNA Complex,9
80225.1,1,6OL3,1,C,Solo RNA,111
88912.1,1,7C2K,1,F+G,Protein-RNA Complex,31
43515.1,1,6DP8,1,B,Protein-RNA Complex,4
11837.1,1,5KLA,1,B,Protein-RNA Complex,8
14980.1,1,3K61,1,B,Protein-RNA Complex,9
65401.1,1,3IEV,1,D,Protein-RNA Complex,12
07004.1,1,1S03,1,B,Protein-RNA Complex,47
91539.1,1,5T83,1,A,Solo RNA,89
78730.1,1,2OM7,1,F,Protein-RNA Complex,29
38243.1,1,2R1G,1,E,Protein-RNA Complex,0
08596.1,1,4B3G,1,G,Protein-RNA Complex,9
88451.1,1,5JJK,1,G,Protein-RNA Complex,7
22527.1,1,7R9F,1,B,Protein-RNA Complex,12
96179.1,1,7RYG,1,w,Protein-RNA Complex,3
55424.1,1,3NKB,1,B,DNA-RNA Hybrid,64
70420.1,1,1J1U,1,B,Protein-RNA Complex,74
72319.1,1,5LR3,1,A+B,Solo RNA,18
79329.1,1,332D,1,A+B,DNA-RNA Hybrid,16
69142.1,1,3NMR,1,B,Protein-RNA Complex,5
42633.1,1,3NNA,1,B,Protein-RNA Complex,5
21747.1,1,4TYY,1,B,Protein-RNA Complex,9
38178.1,1,7QGG,1,S2,Protein-RNA Complex,1681
29875.1,1,7JJU,1,A+B,Solo RNA,98
13125.1,1,1G1X,1,D+E,Protein-RNA Complex,84
16825.1,1,1F27,1,A,Solo RNA,19
69815.1,1,3IZZ,1,A,Protein-RNA Complex,59
17203.1,1,3DEG,1,E,Protein-RNA Complex,16
89230.1,1,5F5H,1,C,Protein-RNA Complex,21
33315.1,1,2A8V,1,E,Protein-RNA Complex,6
35591.1,1,7XWZ,1,F,Protein-RNA Complex,7
48560.1,1,8E29,1,B,Protein-RNA Complex,33
17852.1,1,3CGR,1,B+A,Solo RNA,24
67009.1,1,6U6Y,1,H,Protein-RNA Complex,3
67797.1,1,7R9G,1,B,Protein-RNA Complex,12
79328.1,1,8FJK,1,a5+b5,Protein-RNA Complex,76
53989.1,1,5BKN,1,Y+n,Protein-RNA Complex,16
20230.1,1,7B5K,1,z,Protein-RNA Complex,76
80487.1,1,8ASD,1,E,Protein-RNA Complex,7
56009.1,1,8GZR,1,C,Protein-RNA Complex,33
29205.1,1,4AOB,1,A,Solo RNA,94
13465.1,1,7PKT,1,1,Protein-RNA Complex,162
61964.1,1,1B7F,1,P,Protein-RNA Complex,12
24351.1,1,7XS4,1,B,Protein-RNA Complex,4
59826.1,1,7M50,1,a,Protein-RNA Complex,6
12137.1,1,4I67,1,B,Protein-RNA Complex,3
99291.1,1,2QKB,1,C,Protein-RNA Complex,19
10146.1,1,7M50,1,X+m,Protein-RNA Complex,15
00429.1,1,6WXY,1,A,Protein-RNA Complex,6
89129.1,1,1Z7F,1,B+C,Solo RNA,32
00917.1,1,7XHT,1,B,Protein-RNA Complex,179
73108.1,1,7VTN,1,B,Protein-RNA Complex,56
01782.1,1,4WTI,1,T+P,Protein-RNA Complex,5
07169.1,1,4P3U,1,B+A,Solo RNA,41
77791.1,1,5C9H,1,G+E,Protein-RNA Complex,21
76733.1,1,3DD2,1,B,Protein-RNA Complex,15
38769.1,1,5I9D,1,B,Protein-RNA Complex,11
20856.1,1,5HJZ,1,C,Protein-RNA Complex,4
39506.1,1,5F5F,1,F,Protein-RNA Complex,20
78931.1,1,4KNQ,1,B,Protein-RNA Complex,20
82993.1,1,5YTX,1,B,Protein-RNA Complex,4
14212.1,1,5HO4,1,B,Protein-RNA Complex,9
50007.1,1,5BKL,1,m+X,Protein-RNA Complex,17
85719.1,1,1S76,1,R,Protein-RNA Complex,9
63075.1,1,7UQ6,1,B,Solo RNA,85
01773.1,1,7AOH,1,P,Protein-RNA Complex,10
52747.1,1,4KR6,1,C,Protein-RNA Complex,39
21052.1,1,7DOK,1,T+P,Protein-RNA Complex,44
31751.1,1,8DFS,1,L,Protein-RNA Complex,48
03365.1,1,6UFM,1,B,Solo RNA,98
70955.1,1,1L9A,1,B,Protein-RNA Complex,125
92778.1,1,1N1H,1,B,Protein-RNA Complex,4
18038.1,1,7N2V,1,Pt,Protein-RNA Complex,71
03110.1,1,7JIL,1,1,Protein-RNA Complex,2742
21529.1,1,6OZO,1,C+D,Protein-RNA Complex,46
19056.1,1,5WWG,1,B,Protein-RNA Complex,8
38945.1,1,2NOQ,1,A,Protein-RNA Complex,190
54156.1,1,5EME,1,A,Protein-RNA Complex,15
07550.1,1,5XJ2,1,G,Protein-RNA Complex,10
16888.1,1,3J6B,1,e,Protein-RNA Complex,20
87862.1,1,7TQL,1,3,Protein-RNA Complex,75
33669.1,1,4PY5,1,B,Protein-RNA Complex,19
23083.1,1,7JIL,1,2,Protein-RNA Complex,1475
23150.1,1,1CGM,1,I,Protein-RNA Complex,3
12248.1,1,8H2H,1,B,Protein-RNA Complex,12
31724.1,1,7CGJ,1,B,Protein-RNA Complex,8
09580.1,1,5C0Y,1,C,Protein-RNA Complex,2
11916.1,1,8OIV,1,D,Protein-RNA Complex,3
57362.1,1,8EVT,1,EC,Protein-RNA Complex,57
79094.1,1,7OJN,1,R+M,Protein-RNA Complex,20
86951.1,1,7RDQ,1,I,Protein-RNA Complex,11
87112.1,1,7P48,1,5,Protein-RNA Complex,73
11198.1,1,1BMV,1,M,Protein-RNA Complex,11
53426.1,1,4E6B,1,A+B,Solo RNA,8
12322.1,1,333D,1,A,Solo RNA,8
51148.1,1,5ELS,1,H,Protein-RNA Complex,6
95110.1,1,1RPU,1,C+D,Protein-RNA Complex,84
52626.1,1,3K64,1,B,Protein-RNA Complex,9
46866.1,1,4BWM,1,G,Protein-RNA Complex,14
32733.1,1,2PO1,1,C,Protein-RNA Complex,7
32685.1,1,7QI6,1,Ax,Protein-RNA Complex,71
74932.1,1,6B44,1,M,Protein-RNA Complex,60
76670.1,1,3BSB,1,C,Protein-RNA Complex,9
03633.1,1,8FNF,1,m,Protein-RNA Complex,20
06563.1,1,6ZJ3,1,S1,Protein-RNA Complex,1940
85107.1,1,7NIQ,1,C+G,Protein-RNA Complex,28
27268.1,1,7NWH,1,hh,Protein-RNA Complex,15
29022.1,1,4V5Z,1,AA,Protein-RNA Complex,0
09504.1,1,4XWW,1,D,Protein-RNA Complex,6
52761.1,1,3TD0,1,B+A,Solo RNA,42
13250.1,1,4QIK,1,C+D,Protein-RNA Complex,36
56321.1,1,8SXL,1,A+B,Solo RNA,20
63319.1,1,3JAP,1,1,Protein-RNA Complex,75
60906.1,1,4JAB,1,A+B,Solo RNA,16
59019.1,1,7Y7T,1,D,Protein-RNA Complex,4
26846.1,1,1JBR,1,C+F,Protein-RNA Complex,30
80967.1,1,2XKV,1,B,Protein-RNA Complex,96
22385.1,1,7DCO,1,H+F,Protein-RNA Complex,272
45210.1,1,4TYW,1,B,Protein-RNA Complex,7
69465.1,1,7KUN,1,A+B,Solo RNA,18
03325.1,1,5ZUU,1,E+F,Protein-RNA Complex,8
38877.1,1,1KFO,1,A,Solo RNA,18
52315.1,1,4M4O,1,B,Protein-RNA Complex,59
35335.1,1,5Z4A,1,B,Protein-RNA Complex,3
40386.1,1,5WLH,1,B,Protein-RNA Complex,42
82184.1,1,6GC5,1,G,Protein-RNA Complex,4
85762.1,1,3K62,1,B,Protein-RNA Complex,9
07832.1,1,3IBK,1,A,Solo RNA,11
52157.1,1,7K5L,1,R,Protein-RNA Complex,3
44868.1,1,6FZ0,1,A,Solo RNA,47
02089.1,1,4G9Z,1,E+F,Protein-RNA Complex,8
15161.1,1,5EN1,1,B,Protein-RNA Complex,7
80929.1,1,7M2V,1,Y+n,Protein-RNA Complex,20
12466.1,1,7YEY,1,B,Protein-RNA Complex,8
31561.1,1,4P3T,1,A+B,Solo RNA,44
14758.1,1,3R4F,1,A,Solo RNA,66
57293.1,1,8G1I,1,B,Protein-RNA Complex,98
69759.1,1,6AZ4,1,A,Solo RNA,32
65433.1,1,8AM9,1,8,Protein-RNA Complex,75
11040.1,1,2OM7,1,B,Protein-RNA Complex,10
83599.1,1,2OM7,1,A,Protein-RNA Complex,12
16624.1,1,1LU3,1,A,Solo RNA,16
78383.1,1,4V8M,1,BG,Protein-RNA Complex,182
61166.1,1,4V8M,1,BD,Protein-RNA Complex,119
66919.1,1,1X18,1,D,Protein-RNA Complex,0
18633.1,1,7JRR,1,A,Solo RNA,50
35047.1,1,7DIC,1,C,Protein-RNA Complex,9
84424.1,1,1GTN,1,W,Protein-RNA Complex,44
53005.1,1,5NXT,1,U,Solo RNA,18
18162.1,1,1KQ2,1,R,Protein-RNA Complex,7
07366.1,1,6EEN,1,F,Protein-RNA Complex,9
18559.1,1,6EEN,1,H,Protein-RNA Complex,9
93101.1,1,6R7G,1,R,Protein-RNA Complex,69
05533.1,1,6U6Y,1,G,Protein-RNA Complex,3
24045.1,1,7M50,1,ll,Protein-RNA Complex,5
59239.1,1,2AGN,1,C,Solo RNA,0
78731.1,1,3UZS,1,C,Protein-RNA Complex,20
98766.1,1,6B19,1,C+D,Protein-RNA Complex,38
24680.1,1,5MQ0,1,3,Protein-RNA Complex,3
74766.1,1,6YHS,1,8+6,Protein-RNA Complex,13
03414.1,1,3JCS,1,6,Protein-RNA Complex,61
79660.1,1,3T5Q,1,J,Protein-RNA Complex,8
81267.1,1,6ID1,1,H+F,Protein-RNA Complex,233
12183.1,1,421D,1,B,DNA-RNA Hybrid,9
16133.1,1,1ZC8,1,J,Protein-RNA Complex,0
54091.1,1,1ZC8,1,I,Protein-RNA Complex,0
84353.1,1,1ZC8,1,B,Protein-RNA Complex,0
59748.1,1,1ZC8,1,A,Protein-RNA Complex,0
55443.1,1,6JNX,1,R,Protein-RNA Complex,18
89051.1,1,2NOQ,1,D+C,Protein-RNA Complex,28
78025.1,1,5A2T,1,Z,Protein-RNA Complex,125
70280.1,1,6RXX,1,C1+C2,Protein-RNA Complex,1450
64635.1,1,1KD4,1,A+B,Solo RNA,22
10277.1,1,5YDT,1,5A,Protein-RNA Complex,13
29651.1,1,7LJY,1,B,Solo RNA,76
01253.1,1,7MLW,1,F,Solo RNA,126
44340.1,1,3LRR,1,C+D,Protein-RNA Complex,22
43542.1,1,4HOT,1,X,Protein-RNA Complex,3
06970.1,1,4GG4,1,H,Protein-RNA Complex,16
23301.1,1,3HSB,1,X,Protein-RNA Complex,7
05253.1,1,1RY1,1,Q+R,Protein-RNA Complex,24
34987.1,1,4V7E,1,Ae,Protein-RNA Complex,75
26209.1,1,6FQL,1,B,Protein-RNA Complex,13
98672.1,1,1MVR,1,D,Protein-RNA Complex,0
91237.1,1,1QZC,1,C,Protein-RNA Complex,0
59550.1,1,7F3K,1,B,Protein-RNA Complex,5
02834.1,1,472D,1,A+B,Solo RNA,16
05306.1,1,7R6Q,1,1+2,Protein-RNA Complex,352
35816.1,1,3KMQ,1,B+C,Protein-RNA Complex,10
83601.1,1,1H1K,1,I+L,Solo RNA,824
94544.1,1,4V6U,1,B1,Protein-RNA Complex,3048
62371.1,1,7SOP,1,B,Protein-RNA Complex,3
70990.1,1,1H1K,1,K+N,Solo RNA,530
64125.1,1,1EMI,1,B,Protein-RNA Complex,0
55630.1,1,6I84,1,P,Protein-RNA Complex,10
65991.1,1,7QUA,1,A,Solo RNA,12
33685.1,1,4E6B,1,E+F,Solo RNA,8
37888.1,1,7O7Z,1,AH,Protein-RNA Complex,95
53904.1,1,7QTL,1,M+R,Protein-RNA Complex,31
34126.1,1,3HAX,1,E,Protein-RNA Complex,58
66606.1,1,7UU4,1,R,Protein-RNA Complex,6
20784.1,1,4TZ0,1,B,Protein-RNA Complex,7
20024.1,1,5H3U,1,C,Protein-RNA Complex,7
51489.1,1,6ZU5,1,L70,Protein-RNA Complex,119
92069.1,1,7ODF,1,F,Protein-RNA Complex,43
47494.1,1,8FR8,1,E,Protein-RNA Complex,77
85979.1,1,5L1Z,1,N,Protein-RNA Complex,21
92078.1,1,4CXH,1,x,Protein-RNA Complex,28
11905.1,1,3J2C,1,M,Solo RNA,462
41448.1,1,3J2C,1,O,Solo RNA,144
71924.1,1,1RY1,1,O+P,Protein-RNA Complex,43
70938.1,1,4XW0,1,A+B,Solo RNA,18
14761.1,1,5WWX,1,C,Protein-RNA Complex,5
97666.1,1,3Q0Q,1,B,Protein-RNA Complex,8
47084.1,1,4QVC,1,G,Protein-RNA Complex,3
86272.1,1,3MEI,1,A+B,Solo RNA,44
57918.1,1,1YSH,1,B,Protein-RNA Complex,101
98897.1,1,1YSH,1,F,Protein-RNA Complex,33
85397.1,1,6EEN,1,G,Protein-RNA Complex,9
26733.1,1,2G4B,1,B,Protein-RNA Complex,7
19677.1,1,5C0Y,1,D,Protein-RNA Complex,6
90313.1,1,2OM7,1,J,Protein-RNA Complex,73
04153.1,1,2OM7,1,I,Protein-RNA Complex,58
13890.1,1,4V5Z,1,BS,Protein-RNA Complex,0
25251.1,1,7CGL,1,B,Protein-RNA Complex,8
86202.1,1,5M0I,1,F,Protein-RNA Complex,28
79446.1,1,2G91,1,A+B,Solo RNA,15
81830.1,1,4V5Z,1,BC,Protein-RNA Complex,0
39119.1,1,2G92,1,A+B,Solo RNA,22
75931.1,1,5ZW4,1,D,Protein-RNA Complex,15
45842.1,1,6GD2,1,D,Protein-RNA Complex,7
53377.1,1,7F3J,1,D,Protein-RNA Complex,4
55702.1,1,1C9S,1,W,Protein-RNA Complex,55
83188.1,1,6OON,1,B,Protein-RNA Complex,11
83260.1,1,5Z4D,1,B,Protein-RNA Complex,4
13974.1,1,7NJC,1,B,Protein-RNA Complex,2
41726.1,1,8JOZ,1,B,Protein-RNA Complex,79
17339.1,1,8FZA,1,A,Solo RNA,29
15144.1,1,3FHT,1,D,Protein-RNA Complex,6
97043.1,1,6JVX,1,B,Protein-RNA Complex,7
43598.1,1,5KVJ,1,A+B,Solo RNA,32
24161.1,1,4KXT,1,B,Protein-RNA Complex,10
18395.1,1,7VKL,1,B,Protein-RNA Complex,8
06977.1,1,3ZN8,1,G,Protein-RNA Complex,88
30547.1,1,4II9,1,C,Protein-RNA Complex,2
33731.1,1,7QTN,1,B+A,Solo RNA,25
15037.1,1,3PF4,1,R,Protein-RNA Complex,6
56916.1,1,7ZTA,1,ETR1,Protein-RNA Complex,60
80545.1,1,5BKL,1,WW+V,Protein-RNA Complex,18
09201.1,1,8E2A,1,B,Protein-RNA Complex,15
34221.1,1,1B23,1,R,Protein-RNA Complex,66
51028.1,1,3AOI,1,S,Protein-RNA Complex,8
91663.1,1,3DKN,1,D+E,Protein-RNA Complex,37
27306.1,1,4JF2,1,A,Solo RNA,76
61114.1,1,5YDT,1,SA,Protein-RNA Complex,52
48748.1,1,5T5A,1,A,DNA-RNA Hybrid,60
69065.1,1,3J0L,1,1,Protein-RNA Complex,50
58318.1,1,406D,1,A+E,Solo RNA,32
16093.1,1,6UV2,1,C,Protein-RNA Complex,7
12819.1,1,2XS7,1,B,Protein-RNA Complex,4
36783.1,1,5BKN,1,bb+qq,Protein-RNA Complex,17
96977.1,1,3MQK,1,D+E,Protein-RNA Complex,22
74971.1,1,7E8O,1,X,Protein-RNA Complex,68
55569.1,1,7QGG,1,E,Protein-RNA Complex,119
44680.1,1,7QGG,1,v,Protein-RNA Complex,76
99060.1,1,353D,1,A+B,Solo RNA,24
73746.1,1,2OE5,1,B+A,Solo RNA,33
62752.1,1,3EQT,1,C+D,Protein-RNA Complex,16
46216.1,1,3CGS,1,B+A,Solo RNA,24
78506.1,1,2ZY6,1,A,Solo RNA,38
11665.1,1,4V4N,1,A1,Protein-RNA Complex,2969
24517.1,1,7U8B,1,A+B,Solo RNA,20
30499.1,1,6QWL,1,W+T,Protein-RNA Complex,26
71760.1,1,6RA4,1,L+M,Protein-RNA Complex,18
61167.1,1,4U35,1,B+A,Solo RNA,13
53343.1,1,1MJ1,1,Q,Protein-RNA Complex,0
42621.1,1,6WB1,1,D,Protein-RNA Complex,42
76367.1,1,5C0W,1,R,Protein-RNA Complex,12
55576.1,1,6XRQ,1,A,Solo RNA,14
64446.1,1,4C4Q,1,N,Solo RNA,233
76698.1,1,4V5Z,1,BZ,Protein-RNA Complex,0
68509.1,1,4V5Z,1,BQ,Protein-RNA Complex,0
87385.1,1,4V5Z,1,BK,Protein-RNA Complex,0
69504.1,1,4V5Z,1,BE,Protein-RNA Complex,0
75020.1,1,6HTQ,1,u,Protein-RNA Complex,76
59793.1,1,6HTQ,1,v,Protein-RNA Complex,87
06457.1,1,422D,1,A+B,Solo RNA,24
30553.1,1,7MQA,1,L0,Protein-RNA Complex,16
40657.1,1,1G1X,1,J+I,Protein-RNA Complex,85
23462.1,1,6DTA,1,D,Protein-RNA Complex,7
12608.1,1,3R2D,1,R+S,Protein-RNA Complex,20
19387.1,1,5W0O,1,C+D,Protein-RNA Complex,30
51514.1,1,6L5N,1,D,Protein-RNA Complex,7
99184.1,1,433D,1,A+B,Solo RNA,28
57060.1,1,1DQH,1,B+A,Solo RNA,19
06254.1,1,3P4C,1,A,Solo RNA,5
27117.1,1,1C2X,1,C,Solo RNA,120
57180.1,1,4V8M,1,BA+BC,Protein-RNA Complex,2016
34600.1,1,3IYQ,1,A,Protein-RNA Complex,349
50467.1,1,3IZZ,1,B,Protein-RNA Complex,118
06358.1,1,1UON,1,C+B,Protein-RNA Complex,13
69172.1,1,4V8Y,1,CN,Protein-RNA Complex,87
81682.1,1,6PPV,1,H,Protein-RNA Complex,6
75087.1,1,5TZS,1,2,Protein-RNA Complex,126
96573.1,1,4ADX,1,8,Protein-RNA Complex,0
34035.1,1,6F41,1,R,Protein-RNA Complex,6
88887.1,1,5MYJ,1,AA,Protein-RNA Complex,1535
78169.1,1,7ABG,1,2+6,Protein-RNA Complex,223
79308.1,1,5MYJ,1,BB,Protein-RNA Complex,115
76241.1,1,4GZZ,1,R,Protein-RNA Complex,9
62436.1,1,5ZAM,1,C,Protein-RNA Complex,44
10425.1,1,2J28,1,8,Protein-RNA Complex,74
82438.1,1,8AF0,1,C+D,Protein-RNA Complex,38
55334.1,1,5ELK,1,R,Protein-RNA Complex,4
90603.1,1,5M0I,1,E,Protein-RNA Complex,28
57770.1,1,1N35,1,C+B,Protein-RNA Complex,13
64485.1,1,4V4N,1,B1,Protein-RNA Complex,77
67779.1,1,4V4B,1,B4,Protein-RNA Complex,122
88364.1,1,4V4B,1,AA,Protein-RNA Complex,1466
33684.1,1,2R1G,1,A,Protein-RNA Complex,0
44364.1,1,4B3Q,1,R,Protein-RNA Complex,21
38607.1,1,7A9W,1,B,Protein-RNA Complex,16
28023.1,1,5EX7,1,B,Protein-RNA Complex,7
60357.1,1,3KOA,1,B+C,Protein-RNA Complex,9
43560.1,1,3Q0L,1,D,Protein-RNA Complex,8
63356.1,1,7OYC,1,22,Protein-RNA Complex,1495
34318.1,1,6ZM2,1,B,Protein-RNA Complex,7
51826.1,1,1RNA,1,A+B,Solo RNA,28
51945.1,1,7NT6,1,X,Protein-RNA Complex,48
21216.1,1,4V5Z,1,AG,Protein-RNA Complex,0
28506.1,1,3V6Y,1,B,Protein-RNA Complex,10
66760.1,1,5I9F,1,F,Protein-RNA Complex,10
83036.1,1,4W5N,1,B,Protein-RNA Complex,17
84151.1,1,7UNC,1,P,Protein-RNA Complex,16
97153.1,1,4V5Z,1,AF,Protein-RNA Complex,0
11028.1,1,5O1Y,1,B,Protein-RNA Complex,4
68957.1,1,2PJP,1,B,Protein-RNA Complex,23
35881.1,1,7SAM,1,A,Solo RNA,169
33378.1,1,3V74,1,B,Protein-RNA Complex,11
52471.1,1,7ELD,1,B,Protein-RNA Complex,109
85964.1,1,7BG6,1,C,Protein-RNA Complex,8
55652.1,1,7QE0,1,E,Protein-RNA Complex,9
41718.1,1,4KYY,1,A+B,Solo RNA,34
63269.1,1,6Q8V,1,A,Solo RNA,18
84831.1,1,5HKC,1,C,Protein-RNA Complex,2
27764.1,1,6VMY,1,A,Solo RNA,147
20272.1,1,6UFH,1,A,Solo RNA,165
27378.1,1,1QLN,1,R,Protein-RNA Complex,2
85126.1,1,5BZU,1,B,Protein-RNA Complex,7
30439.1,1,3EGZ,1,B,Protein-RNA Complex,65
03690.1,1,6FPQ,1,B,Protein-RNA Complex,7
98916.1,1,3CZW,1,X,Solo RNA,14
10469.1,1,1P79,1,A,Solo RNA,5
87272.1,1,7V9A,1,R,Protein-RNA Complex,146
92531.1,1,7SLQ,1,R,Protein-RNA Complex,50
76824.1,1,4DR7,1,W,Protein-RNA Complex,10
78218.1,1,7NUN,1,C,Protein-RNA Complex,8
37313.1,1,3JB7,1,t+m,Protein-RNA Complex,11
61479.1,1,5IBB,1,1L,Protein-RNA Complex,67
99134.1,1,7N2V,1,Dt,Protein-RNA Complex,69
81338.1,1,7PKT,1,3+4+5+2,Protein-RNA Complex,537
86033.1,1,6DCL,1,D,Protein-RNA Complex,10
86874.1,1,7UVW,1,w,Protein-RNA Complex,3
69516.1,1,1Y26,1,X,Solo RNA,71
72697.1,1,1T0E,1,A+C,Solo RNA,38
31329.1,1,6W62,1,B,Protein-RNA Complex,24
01601.1,1,7D8C,1,C,Protein-RNA Complex,3
06835.1,1,6YXX,1,AA,Protein-RNA Complex,904
82016.1,1,3DHS,1,A,Solo RNA,215
38973.1,1,3I4M,1,P,Protein-RNA Complex,10
29999.1,1,5FJ8,1,T,Protein-RNA Complex,9
99228.1,1,5ZWO,1,H+I+F,Protein-RNA Complex,359
25994.1,1,3JCM,1,E,Protein-RNA Complex,85
62804.1,1,6AHU,1,T,Protein-RNA Complex,72
53157.1,1,1CSL,1,B+A,Solo RNA,28
82939.1,1,3ND4,1,A,Solo RNA,16
37621.1,1,7M2V,1,T+k,Protein-RNA Complex,20
30079.1,1,5V1K,1,A+B,Solo RNA,20
63879.1,1,3M4O,1,R,Protein-RNA Complex,10
45934.1,1,6GFW,1,R,Protein-RNA Complex,4
79502.1,1,3HJY,1,D+C+E,Protein-RNA Complex,60
53912.1,1,5OIK,1,P,Protein-RNA Complex,20
84781.1,1,6H25,1,R,Protein-RNA Complex,6
30784.1,1,6OGZ,1,B+C,Protein-RNA Complex,35
06823.1,1,2JA8,1,P,Protein-RNA Complex,10
65602.1,1,6UQ1,1,R,Protein-RNA Complex,11
66736.1,1,5MSG,1,M,Protein-RNA Complex,4
24952.1,1,6GOV,1,R,Protein-RNA Complex,48
36867.1,1,3P49,1,A,Protein-RNA Complex,169
20988.1,1,7NWG,1,q3,Protein-RNA Complex,74
47859.1,1,7NWG,1,33,Protein-RNA Complex,75
28848.1,1,4V92,1,AZ,Protein-RNA Complex,190
01643.1,1,6EXN,1,2+6,Protein-RNA Complex,238
51639.1,1,7PKS,1,P,Protein-RNA Complex,17
50716.1,1,7OJK,1,D+E,Protein-RNA Complex,21
47915.1,1,3GTK,1,R,Protein-RNA Complex,13
76442.1,1,3JB9,1,N+P,Protein-RNA Complex,201
48365.1,1,1Y1Y,1,P,Protein-RNA Complex,0
69769.1,1,6WDR,1,2,Protein-RNA Complex,1647
08930.1,1,6Q9A,1,4,Protein-RNA Complex,363
29005.1,1,2C4R,1,R,Protein-RNA Complex,10
19932.1,1,1E8S,1,C,Protein-RNA Complex,0
27244.1,1,6Z1P,1,Bb+Ba,Protein-RNA Complex,1581
96834.1,1,7NSJ,1,AY,Protein-RNA Complex,71
17548.1,1,7JHY,1,z,Protein-RNA Complex,31
63494.1,1,6DTI,1,X+W,Protein-RNA Complex,15
01147.1,1,6GZ4,1,Bw,Protein-RNA Complex,76
88542.1,1,6LXD,1,D,Protein-RNA Complex,72
59627.1,1,6XAS,1,R,Protein-RNA Complex,18
03624.1,1,5KL1,1,C,Protein-RNA Complex,12
14458.1,1,5TC1,1,R,Protein-RNA Complex,242
40189.1,1,3T4B,1,A,Solo RNA,83
93567.1,1,7RIY,1,R,Protein-RNA Complex,11
37861.1,1,2JA6,1,P,Protein-RNA Complex,10
90613.1,1,6G90,1,2,Protein-RNA Complex,140
83369.1,1,6P19,1,R,Protein-RNA Complex,16
32878.1,1,7A01,1,E1,Protein-RNA Complex,153
15780.1,1,6XYW,1,1,Protein-RNA Complex,2843
97621.1,1,6Q9A,1,7,Protein-RNA Complex,76
78007.1,1,5O20,1,B,Protein-RNA Complex,6
74739.1,1,6IV6,1,G,Protein-RNA Complex,26
45291.1,1,7OGM,1,P,Protein-RNA Complex,49
35945.1,1,6Q97,1,7,Protein-RNA Complex,77
60942.1,1,5OT7,1,3,Protein-RNA Complex,10
29074.1,1,5ZLU,1,DD,Protein-RNA Complex,72
38728.1,1,7M5O,1,B,Protein-RNA Complex,37
45742.1,1,6O8W,1,u,Protein-RNA Complex,76
03720.1,1,3J92,1,2,Protein-RNA Complex,74
93052.1,1,3GTG,1,R,Protein-RNA Complex,12
54845.1,1,1X8W,1,C,Solo RNA,237
83142.1,1,6URO,1,D,Protein-RNA Complex,8
42738.1,1,7AIH,1,1,Protein-RNA Complex,1087
43614.1,1,6QX3,1,G,Protein-RNA Complex,4
83547.1,1,3J7R,1,S6,Protein-RNA Complex,76
48000.1,1,3GTO,1,R,Protein-RNA Complex,12
70335.1,1,5A8L,1,P,Protein-RNA Complex,18
64405.1,1,6G90,1,1,Protein-RNA Complex,325
89190.1,1,5GAM,1,W,Protein-RNA Complex,25
95531.1,1,5WSG,1,b,Protein-RNA Complex,14
78107.1,1,2F4V,1,Z,Protein-RNA Complex,4
50660.1,1,2R92,1,T+P,Protein-RNA Complex,19
27448.1,1,7ORI,1,T+P,Protein-RNA Complex,33
42139.1,1,7ANE,1,2,Protein-RNA Complex,604
03515.1,1,2HT1,1,M,Protein-RNA Complex,5
63409.1,1,3HOZ,1,P,Protein-RNA Complex,11
